x	y	v0	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14
0.48797923	1.4171221	0.33693346	0.71007836	0.9887156	0.0070810625	0.060527805	0.46984598	2.3692534	0.35991403	1.7241288	1.1052395	0.6488486	0.7388766	0.20872912	1.9003028	2.1836314
0.05629532	-0.078331426	0.5884797	0.3422045	0.09560427	0.95925474	1.0088365	4.6100636	0.3520573	0.898026	1.7318377	0.07154949	0.013139076	0.7616337	0.76180524	0.7589583	0.15772663
0.40613866	1.5737358	2.3645153	2.200765	0.53105587	0.68589604	0.29576698	0.36905387	0.82291085	1.520055	2.216194	0.5633013	0.7849209	0.051369198	0.41289175	0.58033156	0.873237
0.37760848	1.6854632	0.6418926	0.6588599	0.1555094	2.9646382	0.22808652	0.8787671	1.8662508	0.48392224	0.13298959	4.009777	0.14646816	0.90497786	0.69542325	0.8018307	0.24448581
0.036279377	2.202927	0.2941204	2.1335928	3.0218801	0.67936355	0.9682293	2.6569486	2.5428998	1.8821986	1.5074506	0.49893925	0.016009798	0.67432183	0.0513408	1.484142	0.73178697
0.9828729	-0.34303308	0.5658655	1.0366833	0.6735602	0.63403744	0.6857931	0.6475019	1.6454726	0.24817154	0.069817424	0.105039045	1.8312236	1.230597	0.4870624	0.2871375	1.1909872
0.80298966	0.22803831	0.10607263	0.44069195	0.4485501	0.2542246	0.2633268	1.3143255	0.050796058	0.13590117	0.40528134	0.07021868	0.04961178	0.6497918	0.25210848	2.30954	0.19867289
0.00017885887	1.7859784	0.05943916	5.5653343	0.75447375	0.8233383	2.2126675	1.4374467	1.5415831	0.047958832	0.23062637	0.5752734	0.41804814	1.4213378	1.2526536	0.3573047	0.80835605
0.19610502	1.9970456	0.57871246	0.21623205	2.050379	0.53419125	0.24054162	2.066526	0.29316702	2.0618691	0.25766277	0.6487825	0.43352512	3.2323878	1.7049267	2.1192799	0.13150954
0.38148656	2.4862573	3.9589329	1.8973184	0.11933626	0.033179034	3.1169796	0.3929251	0.9956532	2.0339928	0.40775853	0.8080898	4.5199747	0.056388564	0.08487118	0.55778253	1.2268962
0.406292	0.73786414	1.1733121	2.0415275	1.8725404	0.91225404	0.06660524	0.17858222	0.18461636	1.460135	3.4996066	0.51240945	1.6707836	0.26025262	0.90043855	3.0392501	0.88151634
1.0097318	0.40988523	0.99681294	2.503353	0.7739742	0.54312515	0.20096318	0.92790633	0.34438273	0.6621433	0.94651425	2.1353672	0.06597728	0.9445353	0.13900162	1.7361585	2.5176296
0.5620725	0.7488825	1.4352853	0.48455	0.53105676	3.7487814	0.22741757	1.5544875	0.39052802	0.22478604	0.14033896	0.051665783	1.2473105	0.4997013	3.564832	0.45697168	2.5464003
0.77964646	1.2740266	0.037268527	0.68458265	1.1209314	0.66047436	0.06713715	2.2799556	0.1397893	0.41910687	1.3670118	0.28779855	0.61112845	0.3793997	0.07524094	0.04341421	0.24567606
0.34838066	-0.081266254	0.32401016	1.1499231	0.03774777	0.04067635	0.28077802	0.5225912	0.33795542	0.120394155	0.0319773	0.038956597	0.44731057	1.5858387	1.4328986	1.7168075	0.7753587
0.55139226	1.4551139	1.320468	0.552081	0.20233497	0.6470152	1.0179355	0.20453347	0.028438156	0.5101616	0.77971727	0.8138722	0.18757711	2.8873646	0.021058237	2.8058033	0.0022909795
0.3529028	1.7807564	0.20351034	0.47381794	0.39386564	0.022924598	0.16766062	0.22378667	0.31823185	0.06739089	1.2009329	0.16735291	0.097653545	0.8759803	0.053466234	0.81136703	0.13455936
0.30877623	0.92538226	1.0227258	0.974533	0.32562786	0.014520906	0.60078895	0.04455941	2.6220617	1.7630192	2.234233	0.49858254	1.9504714	2.1231208	0.14141813	0.6719287	0.43856093
1.1987569	2.3625941	0.30174094	0.29986098	1.631668	1.1443869	1.061855	0.54070616	0.83701104	1.7222652	0.24480997	1.4559315	1.0785584	1.5277523	0.40114796	0.8388161	1.732542
0.7341255	0.37250447	0.7252143	0.19898131	0.65132207	0.88376606	0.75802356	2.3504233	1.3799094	1.6381998	1.0067717	0.23182444	0.06839302	1.3345734	2.0787344	0.09785303	0.9555639
0.28089678	2.437863	0.7515427	0.8530568	1.5656366	0.66234016	1.02555	1.0721312	2.134612	1.6969835	0.20491122	0.12680195	1.139572	1.5222021	0.50167686	0.15747112	0.024745757
4.4181886	4.374808	0.23502745	0.09115849	0.09782558	0.2750642	1.5531434	0.7675488	1.6196524	0.25411293	0.6279136	0.15887955	0.038016252	0.6094077	0.17244714	0.13138555	0.689946
0.08551236	2.1821954	1.0798812	0.36886024	1.863672	1.2680374	0.15436609	0.34623238	1.5005301	2.4860117	7.510765	0.21919909	1.0014889	1.9430326	0.85549825	0.91132337	1.8266727
0.560473	2.2073016	1.0282469	0.2735463	0.8766541	1.6716714	0.014920738	0.17385553	0.13491337	0.41752842	0.9936477	1.7711885	0.27765986	0.45834967	0.8756949	1.1398144	0.95649976
0.5853304	2.56266	1.2922616	1.1356397	0.62906134	0.8131596	0.05455489	1.3410383	0.21274461	0.72568655	0.96189994	0.84794104	0.60333085	0.60969704	0.2505372	1.8827323	0.6567367
0.21827337	2.0701149	1.2531054	2.5163274	4.1807003	0.28987277	0.49069697	0.4785056	0.2571148	0.25604585	1.9534405	0.35653248	0.365955	0.18509221	0.39786667	1.4559226	0.29792556
1.5974352	1.5793643	0.5546414	0.38325426	0.02932277	0.28013936	0.13162707	0.90517545	0.4192611	0.71280617	0.56595373	0.6489332	1.4704916	0.39765447	0.7269665	0.965075	1.9464419
0.27097932	0.62802494	0.301283	1.1792703	0.54457366	1.2374585	0.6014502	4.3371167	1.4979424	0.92964756	0.33585814	0.8801412	1.2078663	0.11449866	1.7398627	0.43308645	2.199939
0.2998929	1.3001218	1.2931247	2.7426813	0.08446428	6.9843407	0.047809955	0.9296333	0.052600883	1.641051	0.014049979	0.02814223	2.696699	0.35022047	0.61557645	0.19749005	1.5497956
0.30996966	0.06789595	0.9945558	0.40235484	0.44723487	0.92988855	1.5637059	0.3224538	0.40365186	0.3912378	0.33789736	0.5133242	0.4477628	0.29088253	0.7215092	1.1824666	0.12842533
1.4370037	2.4418473	0.5141743	0.55603856	0.99788773	0.15782166	1.2278047	1.3595575	2.3177722	3.6394982	0.67025924	0.20213065	0.7371695	3.8766198	1.3449874	0.24447018	0.37463775
0.19800682	1.7649139	2.0078323	0.21545778	0.14593089	0.6118221	0.080221884	1.0680073	1.0475667	1.5834472	0.4484158	0.07372046	0.0057430346	0.120919615	0.6522364	0.5120213	0.24443561
0.7877172	-0.10076414	0.42224243	0.59872174	0.17620026	1.0467757	1.6799417	2.41365	2.3752775	0.23570871	1.3465364	3.2254565	1.3455545	0.3243948	0.498084	0.4560314	1.6282432
0.47782063	2.4136708	2.1787724	0.48050198	0.50244147	0.110605165	0.048585158	0.22640663	0.09370157	2.3225415	1.7269344	1.5113975	0.8295133	0.92200285	2.5670612	0.08234897	1.7970147
0.117010735	2.0441227	3.217789	0.19593877	0.3959094	1.163539	2.77846	1.1193475	0.6309869	0.43919426	0.59649754	0.8826843	3.6505852	1.4282206	2.6598442	1.8910233	0.8477955
4.6320395	3.707232	0.5578294	0.0061523826	0.75280976	0.82397133	0.7796329	1.0390991	1.3485614	1.6663007	0.53838927	0.4373387	0.07284513	2.7997625	0.6184025	1.3543464	4.37105
0.45000964	-0.042377543	0.59461766	0.28392172	0.31752726	0.4743017	1.5716195	0.10706029	0.53173053	0.21125679	2.7785964	0.57531524	0.1265613	0.04902145	0.7208627	3.087906	0.13987184
0.96791947	0.48645058	0.97739583	0.10287371	0.95731324	0.18355876	1.4709523	1.5112445	0.08575228	0.77987444	0.51089925	0.061202146	1.3803164	1.8964928	1.9774303	0.051579524	0.75890267
1.8398114	1.1377373	0.20986658	0.21730047	0.7402478	0.69237477	0.3832026	0.17206223	0.93603975	0.31684938	1.7014387	0.045686413	0.254929	0.0656028	1.0435483	0.9065896	0.17635572
3.2258754	2.2663386	0.30944785	0.5196816	0.6043336	1.9990485	0.20567003	4.525909	0.9557953	0.2012009	0.18732549	1.1383018	4.3459525	0.6455843	0.20437595	1.8294772	0.1983068
1.1906751	0.1290001	1.1059363	0.43908298	1.6970712	0.3032714	2.2099223	0.28078985	1.2925955	1.2293208	0.68976635	0.47079226	1.4914763	2.7466114	2.06766	1.0115585	0.45070207
0.1701953	1.2607038	0.77418774	2.0569859	0.36366	1.3188059	0.009200783	0.032755747	0.32199925	0.6446693	1.2287054	0.13788605	0.68671715	0.10108324	0.63477516	0.25855663	0.48460367
0.7481838	2.166087	0.08967408	0.36027294	0.9374228	2.5470898	0.07199107	0.94010323	0.4052602	4.7683377	0.24162596	0.46966398	1.7488362	0.79640734	1.0644687	0.2245468	0.4455978
0.3296653	-0.07653446	1.1081767	2.293622	0.3600138	3.073352	0.5296517	0.32691202	1.1564983	0.51932424	0.63781273	0.14289345	0.18999973	0.42630762	0.6126654	0.3314445	1.2456181
0.0016873664	4.637551	0.24726425	0.8287689	3.514808	0.09199326	0.38201052	2.3297963	0.21837509	3.6626432	0.8234503	0.23552759	0.1807125	1.7224956	1.077918	0.28698295	1.0280007
0.028364096	3.014818	1.5719868	0.11165029	0.35550478	0.3341202	2.8403053	0.014115512	0.15330108	0.46785694	1.3019015	0.9370574	0.35176328	0.5500619	0.5030653	2.047856	0.073369436
0.031109963	5.431099	4.832813	2.9754953	1.062064	1.1672202	1.9287597	2.3866072	1.575214	0.035536043	0.14508829	0.01636081	1.1036892	0.6598639	2.4911864	0.11493361	0.83445436
4.1036606	5.0141015	0.43113214	0.24074124	1.3224646	1.9177951	0.8415377	1.6305649	0.84739345	0.15807205	1.5505975	0.2931322	1.5929327	1.4391443	0.6690201	0.3741704	1.4884956
1.4302956	1.1561066	2.7303894	0.011892083	2.4758937	1.2304527	0.037738316	0.9237164	1.3942088	0.31484374	0.200355	0.41750678	0.5153243	0.5488066	0.66349643	0.41911075	1.7172681
0.7641351	2.41401	1.1368314	0.45487803	0.4617682	0.81620014	0.25304782	2.8819807	0.21008933	0.43374717	4.9191446	0.4152426	0.074728794	2.1134517	0.8030869	1.5051507	2.5520616
0.3019187	0.32648814	0.81336826	0.37373015	6.223163	0.1906198	0.09543823	0.06281634	1.0012654	0.41727382	1.9817879	0.81861645	0.4211702	0.7866977	0.29378265	0.5019693	2.067021
0.2967134	1.3631192	0.8370065	0.65434897	1.607859	0.29751748	0.86493534	0.32754734	0.46345246	0.6491888	0.59181434	0.9586043	2.4908798	1.4110059	0.047780078	1.0578685	0.008603507
0.13185735	1.7729343	1.7847654	1.8242112	1.527556	2.6243296	2.477714	0.19163957	1.5762663	0.036548793	0.65691304	0.13907616	0.5163262	2.5210447	0.74519795	1.6353378	0.883266
0.021769142	0.61835676	2.3124716	2.3845136	1.4298195	1.1470888	0.005516446	0.015305803	0.99940836	1.0708493	3.733997	0.14856851	0.060361512	0.9818155	1.2239699	0.8118796	1.1514183
0.036886904	0.93943024	2.9098873	0.06433849	0.21494228	0.39376125	0.14897	0.002783949	0.60705334	0.10918579	0.25151837	0.47389922	1.8076799	0.15836753	0.40778887	0.8157045	0.4532513
0.6322509	1.4468106	0.28559098	0.49701956	0.33977896	0.06428773	1.4256251	0.18705933	0.015647367	0.79324627	0.42042053	0.20365581	1.9508426	0.118366174	0.115729645	2.5341167	0.69622225
0.22176927	1.7460845	0.38878676	0.6333541	0.9965486	1.2940793	0.66216975	1.3087039	0.13441518	0.6867377	0.44632208	4.6698437	2.9825597	0.33254746	1.1820692	1.3468292	0.17310223
0.7607445	0.8717905	0.05205545	2.3561995	0.43664724	1.5513257	0.7018885	0.30781615	0.40829647	1.2975373	0.32892397	3.3854876	0.57271427	0.917507	0.4623738	2.2295446	0.46336713
1.3543981	1.4723616	0.3518705	1.4978886	0.17102031	0.38085455	5.4919424	3.7771397	1.0902559	2.4406464	2.4372573	1.7306678	0.7363749	1.4253727	2.7563915	1.8373324	0.7167644
0.025766702	2.8083305	1.5652413	3.0513513	1.2060862	2.623689	2.5781324	2.2116125	0.5445435	1.4078598	2.5058882	0.29109678	0.28675866	0.8458484	1.1994166	1.1864148	1.199315
0.031298414	0.25525188	0.8145358	0.523702	0.13569441	0.18468177	3.6417968	2.5735846	0.7402026	1.5756512	0.40885237	0.7694726	0.41910467	0.5385586	1.2625519	2.2200394	3.5435624
0.16366537	1.7698209	2.7592437	0.57294786	0.38505352	1.5177968	0.049187295	0.32424334	1.5507357	1.2110311	1.0189486	2.6963968	2.513046	0.4887754	0.24718142	0.5046864	0.53757733
0.6525063	-0.27239352	0.38619357	0.8857726	5.057906	1.1223365	1.5279144	0.33062673	1.0856525	0.32010582	2.8512473	0.38111368	0.1711536	3.1120596	0.3312245	0.48003936	0.42366964
0.52947974	0.2049357	1.0082564	0.1545295	0.1337846	3.4589057	3.6285207	1.2250533	0.22882135	1.4621129	0.9370209	2.654659	0.40433744	0.018581104	0.5247788	0.7664926	0.21566406
0.21335119	3.4389398	0.81851417	1.9551622	2.3665674	2.8075063	1.1636194	0.041511945	0.46683857	0.22866216	0.84742457	0.18105742	1.2149723	0.76384664	1.2940234	0.28802335	0.25382054
1.2519009	2.5941665	0.059261207	1.4101074	0.34808192	3.5464165	1.0971074	2.7473752	0.3602641	0.23700143	1.5131099	0.57150066	0.13923666	0.74063563	1.8185769	1.6974812	0.030184582
0.21583648	1.593758	2.2838535	0.091844454	1.5666327	0.8659989	0.040587652	0.3496635	1.2348955	0.8069362	0.5546657	4.266383	3.0532029	0.96051306	1.3199488	2.3648777	0.8085105
0.17263924	0.36284858	0.8041709	0.6221043	0.09354801	0.03519819	0.023849647	0.5991485	4.107704	0.31387633	0.91574395	0.14614092	0.96599126	0.41227508	0.50781995	0.18084519	0.8054549
1.3355142	0.84288365	1.5836961	1.1470503	0.44773203	4.1065307	1.5069289	2.533082	3.7922854	0.034824006	1.6331266	1.9685733	1.9591341	1.1288195	6.038627	2.4277854	0.8175124
0.27805242	-0.20075187	1.2337915	0.0028916385	0.57635164	1.5538629	0.24684426	1.6146953	2.9573793	0.14844991	0.81206685	1.5956312	0.26400128	0.90714943	0.72792983	0.13210902	0.2230054
0.14488085	2.592237	1.345644	2.5517135	1.8261304	1.4876151	0.7782801	1.0169446	0.110662684	4.5752783	0.01141556	1.5185809	0.80315566	0.28961396	0.97756803	0.5993608	0.36530134
0.17299935	2.0073786	2.1003773	0.6552755	0.27493107	0.4099652	0.46065527	0.018685702	0.6893856	2.1917188	0.018189484	3.9767246	0.5951479	0.26835728	0.2425748	4.5029926	0.45783255
0.14914389	-1.2112982	1.0350971	3.0252702	0.0021580406	0.07578487	0.5882374	0.0666287	3.241421	0.7122797	1.5706663	0.035339337	0.3568264	0.23047602	3.2727952	0.28776434	1.5763829
0.64282703	-1.2167659	0.4474519	1.5836401	0.3791827	0.01703904	1.0392298	1.3611677	2.2013474	3.2692988	0.31623092	0.79038024	2.5824528	0.31809178	0.7555557	2.7442238	1.0296854
0.19228643	0.65348434	1.0436085	1.0172938	0.56261873	0.61300844	0.5718275	2.289211	1.6995404	0.4839505	0.28024295	2.690806	0.052145578	1.1962632	3.5240123	2.4596646	0.19191822
0.8484136	3.1482162	0.26082826	0.2520613	0.7840139	1.7695429	4.823496	0.81158066	0.32338762	0.24734882	2.1817276	0.74406517	1.1446108	0.57672995	0.51977843	1.4390465	1.2136449
0.15539093	-0.20779608	0.6812291	0.91919464	0.14932162	1.551176	0.12821995	0.45171213	3.8704882	2.022998	2.683293	0.6552005	1.0867169	1.518014	1.0783283	1.0025529	0.11213079
0.38126278	0.9264137	0.26373827	0.95650834	1.0582603	0.10424545	0.32116017	1.7459877	0.098827004	1.0676354	0.24312729	1.1710432	0.32381484	0.033258475	1.0477232	0.8994427	1.2717804
0.11443351	1.1043308	0.44660565	1.8300955	0.40782082	0.1767049	2.3247542	0.9277339	1.7405655	2.6368828	1.806976	0.04007997	0.46847755	4.565993	0.4874927	0.66941005	0.06366678
0.33908662	1.2751359	0.21060689	2.9162614	0.22623862	2.1395135	0.77745175	3.1064825	0.04718594	0.06512649	0.19578034	1.4309489	2.813686	0.13392547	1.381646	1.7164463	0.32105556
0.91867465	1.6112237	0.1325714	0.45627278	0.48770693	1.679506	0.25882804	0.3565536	2.0439022	2.841258	0.2750998	0.8691729	0.456142	0.91908056	1.7294722	0.4600098	0.85800755
7.2131114	6.59678	0.34888834	0.22506359	0.60660726	0.66799015	0.73433983	0.07249573	1.1602716	1.6867968	1.6211597	0.7838571	0.28978932	0.37487367	0.0760119	0.56845975	1.9188081
